Halle (Saale)	UQC	0617	0770	2	3	0
Zyfflich	UGT	0493	4553	3	5	0
Tüddern	UGS	0358	5545	3	5	0
Orsbach	UGS	1114	3166	3	5	0
Arnsberg	UMB	3487	9409	2	3	0
Dessau	UUT	1027	4608	2	4	0
Koblenz	UMA	0050	7912	2	3	0

